"","weights","x"
"1",292.161013648655,0
"2",84.0782874577391,0
"3",21448.6779711706,0
"4",2.78851357911434,0
"5",482106.409178858,0
"6",2737.20480488262,0
"7",56581.7912117599,0
"8",23427.1510260702,0
"9",1012.09474300425,0
"10",3607.43009264461,0
"11",28.8860684214489,0
"12",110.031812908125,0
"13",7.6049833735314,0
"14",311.112315123628,0
"15",13198.6454119509,0
"16",265003782.545684,0
"17",2024.47694128375,0
"18",40.0656069173396,0
"19",4.83421166050449,0
"20",20.9783828501851,0
"21",9.08548598265548,0
"22",1071010.29016747,0
"23",625.126498393845,0
"24",197640.976700325,0
"25",39747.7866491075,0
"26",26.6050260325698,0
"27",1780121.2850577,0
"28",8652.06998367903,0
"29",295.404986317055,0
"30",191.267026667167,0
"31",38.0582209985345,0
"32",8.38379307908107,0
"33",14788834.9671192,0
"34",6796.74504544574,0
"35",152950.909635322,0
"36",58.9365983133592,0
"37",6.34332633055563,0
"38",10.4878805863228,0
"39",358418.540463419,0
"40",1.57987073651483,0
"41",99.2466506626971,0
"42",4390739.31614172,0
"43",27.0029154003697,0
"44",1.7144479050891,0
"45",20964.9617349079,0
"46",12.6843101940863,0
"47",6.25390696064846,0
"48",17036889913.7885,0
"49",366.763811946055,0
"50",317695.669041382,0
"51",18.7028308527999,0
"52",10196111.919622,0
"53",58.7423557812617,0
"54",94.0627987932613,0
"55",1238.70547486463,0
"56",Inf,0
"57",31.9759610880053,0
"58",7.80927783883928,0
"59",32424.0612674752,0
"60",11066694.202276,0
"61",22.6197763113447,0
"62",5692.06484243888,0
"63",229.089774803776,0
"64",12.3586246628301,0
"65",5.66688650356462,0
"66",187493739690.695,0
"67",132.672675190238,0
"68",31897804.5943948,0
"69",132331.244193614,0
"70",8.05847699306873,0
"71",12258811.2904698,0
"72",5488.06037545326,0
"73",7094.91210441059,0
"74",272.87211617774,0
"75",1338855.18612529,0
"76",23.4424682501192,0
"77",335.287010410405,0
"78",17.7848626617337,0
"79",116.483607495215,0
"80",482.267405478771,0
"81",1270.40909800688,0
"82",1053774.49477293,0
"83",200.236490871448,0
"84",2.84370064812123,0
"85",305861.179978401,0
"86",127.686499730207,0
"87",36.0016997011561,0
"88",722230.929741133,0
"89",1350.55236831752,0
"90",372816.101150075,0
"91",226.277790722074,0
"92",50217.9612727487,0
"93",741.383679291881,0
"94",28504.7142052103,0
"95",1.65895310843613,0
"96",11201705.1191637,0
"97",2238.27758307638,0
"98",12979.1119322658,0
