"","Predictor","Estimate","StdError","PValue","FDR","logFDR"
"PC_O_32_3_","PC_O_32_3_",3.60694840601982,1.5596786379309,0.0207433858906861,0.137917309852225,0.860381222573078
"PC_O_33_3_","PC_O_33_3_",-2.61654364648633,3.85173867186896,0.496938328626991,0.742152438386162,0.129506881310732
"PC_O_33_6_","PC_O_33_6_",2.16144558491548,2.82174535985476,0.44367869779896,0.694731538230773,0.158182985322139
"PC_O_34_0_","PC_O_34_0_",-2.41215419964729,1.0069569422256,0.0165982158188197,0.137917309852225,0.860381222573078
"PC_O_34_1_","PC_O_34_1_",-0.481748274523593,0.233159976578746,0.0388123795821336,0.183838008156765,0.735564694112774
"PC_O_34_2_","PC_O_34_2_",-0.102460785771421,0.0834773258865355,0.219669064346159,0.494255394778858,0.306048581680648
"PC_O_34_3_","PC_O_34_3_",-0.182732822509463,0.0765033993573886,0.0169146286304194,0.137917309852225,0.860381222573078
"PC_O_34_4_","PC_O_34_4_",-1.14322557954756,1.07640971235117,0.288202593912702,0.566467167345655,0.246825256945915
"PC_O_35_3_","PC_O_35_3_",-0.644729226891187,0.653377696387009,0.323758618806584,0.611742804595865,0.213431130178361
"PC_O_35_4_","PC_O_35_4_",-2.03677039794903,2.10153713170287,0.332454761205643,0.617932219197445,0.209059159932103
"PC_O_36_1_","PC_O_36_1_",-2.44914157884244,1.0999634725217,0.025976274570534,0.150574337341061,0.822249039429198
"PC_O_36_2_","PC_O_36_2_",-1.0100779168356,0.397042447355771,0.0109589558904678,0.129208570869759,0.888708677068623
"PC_O_36_3_","PC_O_36_3_",-0.142574975514297,0.121185754751016,0.239395346467855,0.520377954716291,0.283681110165531
"PC_O_36_4_","PC_O_36_4_",0.0182435330788632,0.045779029305619,0.690252161704615,0.858422688374467,0.0662988123542927
"PC_O_36_5_","PC_O_36_5_",-0.018048159059689,0.048709828994688,0.710992122380453,0.865335608021761,0.0628154249696047
"PC_O_36_6_","PC_O_36_6_",-0.345137724256935,0.21085808037939,0.101667093178583,0.287356577413847,0.541578857685159
"PC_O_37_6_","PC_O_37_6_",-2.05494463637805,1.72092675516013,0.232442035564246,0.51287210427724,0.289990922084433
"PC_O_38_3_","PC_O_38_3_",-0.358519481244629,0.353414302452885,0.31037031365284,0.595078487997812,0.225425749134817
"PC_O_38_4_","PC_O_38_4_",-0.124471858632439,0.107020006073535,0.244800722999045,0.520377954716291,0.283681110165531
"PC_O_38_5_","PC_O_38_5_",-0.0290402915320061,0.0561041546639245,0.604727666357758,0.807878366774817,0.0926540211745742
"PC_O_38_6_","PC_O_38_6_",0.0214592512021693,0.0955286537925225,0.822261833319453,0.934264275731738,0.02953025732724
"PC_O_40_3_","PC_O_40_3_",-1.25014565683143,0.514569179940932,0.0151196783598558,0.137917309852225,0.860381222573078
"PC_O_40_4_","PC_O_40_4_",-2.21709164908556,0.849233016005441,0.00903574266677991,0.123608959681549,0.907950048670907
"PC_O_40_5_","PC_O_40_5_",-0.792600003727905,0.4869397730978,0.103584968997805,0.288714005054003,0.539532148678516
"PC_O_40_6_","PC_O_40_6_",-0.0742998757255485,0.316355922598652,0.814316111612413,0.931425117630251,0.0308520546777862
"PC_O_40_7_","PC_O_40_7_",-0.119146031626998,0.180977879932444,0.510315938455542,0.751158605130599,0.124268353194961
"PC_O_40_8_","PC_O_40_8_",-0.166010672047093,0.191001054767583,0.384759063420311,0.658055639713616,0.181737384503043
"PC_O_42_2_","PC_O_42_2_",-132.632113852961,9503.2559692537,0.988864692180022,0.991981159572821,0.00349657620394851
"PC_O_42_3_","PC_O_42_3_",-2.53660852341734,1.60726668079352,0.114516777095671,0.308383761942672,0.510908497950381
"PC_O_42_4_","PC_O_42_4_",-2.5831030903401,1.29197334213763,0.045570816747074,0.187104682158403,0.727915344460893
"PC_O_42_5_","PC_O_42_5_",-1.09161405319377,0.66516971757081,0.100775401417446,0.287356577413847,0.541578857685159
"PC_O_42_6_","PC_O_42_6_",-1.07353636763391,0.952092184545914,0.2595078717077,0.536313029983502,0.270581651515039
"PC_O_44_4_","PC_O_44_4_",0.32849196381286,1.72649977629992,0.849101712839222,0.945904839710143,0.0241525524645269
"PC_O_44_5_","PC_O_44_5_",-0.49782469718394,0.457294473277756,0.276316874631101,0.552633749262202,0.257562596309157
"PC_O_44_6_","PC_O_44_6_",-1.71207546506889,0.610092822580093,0.00501211559875192,0.0902180807775345,1.04470641595026
"SM_30_1_","SM_30_1_",1.53706654881712,1.10399800753419,0.163839763304889,0.403116539930015,0.394569382315888
"SM_31_0_","SM_31_0_",1.0901972815509,0.49148510209407,0.026543274944649,0.1512966671845,0.820170638661037
"SM_31_1_","SM_31_1_",-0.525693467419702,0.839484137871953,0.531177126584754,0.769756683440619,0.113646531630637
"SM_32_1_","SM_32_1_",0.239788584183574,0.0902555892121647,0.00788926188204787,0.114302457744845,0.941944431253465
"SM_32_2_","SM_32_2_",1.39732829619097,0.881314733357029,0.112851801541619,0.306312032755822,0.513835942609642
"SM_33_1_","SM_33_1_",-0.0126769706445915,0.103544704703911,0.902558538415256,0.969901994564028,0.0132721475589142
"SM_33_2_","SM_33_2_",-0.0227342601668883,0.0309439185790584,0.462526882180809,0.710629057093639,0.148357038505252
"SM_34_1_","SM_34_1_",-0.009886870037128,0.0132414748683255,0.45526925787943,0.705145010479413,0.151721562760285
"SM_34_2_","SM_34_2_",0.169557625585816,0.0848580553966389,0.0457023134359964,0.187104682158403,0.727915344460893
"SM_35_1_","SM_35_1_",0.53027695110173,0.414394768670295,0.200671071067641,0.46371288044009,0.333750840644276
"SM_36_0_","SM_36_0_",0.144898790655351,0.0631570003513467,0.0217753769065036,0.137917309852225,0.860381222573078
"SM_36_1_","SM_36_1_",0.0934489872563777,0.0280399182426455,0.000860037509945299,0.0588265656802584,1.2304265051677
"SM_36_2_","SM_36_2_",0.472757572645418,0.156588357905209,0.0025351795495947,0.078509519020191,1.105077683289
"SM_37_1_","SM_37_1_",1.06123958749825,0.465370787047254,0.0225829513208321,0.137917309852225,0.860381222573078
"SM_38_1_","SM_38_1_",0.176115450038206,0.0753649777173883,0.0194478118871897,0.137917309852225,0.860381222573078
"SM_38_2_","SM_38_2_",0.297141951460236,0.166937683766323,0.0750829465102298,0.241783158642521,0.616573953116878
"SM_38_3_","SM_38_3_",0.879873381501029,0.283478518458883,0.00191023379026151,0.0653299956269437,1.18488737088097
"SM_39_1_","SM_39_1_",0.447393493369737,0.231298879069459,0.0530804654299839,0.201705768633939,0.695281681112655
"SM_39_2_","SM_39_2_",1.23161150606227,0.752227031591771,0.101570525322768,0.287356577413847,0.541578857685159
"SM_40_1_","SM_40_1_",0.00691119893843091,0.00613976611992817,0.260315681220062,0.536313029983502,0.270581651515039
"SM_40_2_","SM_40_2_",0.0252522008731589,0.0478845274431417,0.597946276327408,0.807878366774817,0.0926540211745742
"SM_40_4_","SM_40_4_",0.368559795156407,0.273910317520914,0.178447959951609,0.423813904885072,0.37282479864978
"SM_41_1_","SM_41_1_",0.171095064270569,0.0958384821123782,0.0742217662792515,0.24175089588099,0.616631907832553
"SM_41_2_","SM_41_2_",0.0571084716579814,0.131163169876795,0.663271958245479,0.840144480444273,0.075646021480921
"SM_42_1_","SM_42_1_",0.00382400369951794,0.0518107284882397,0.941163814778981,0.981335441019547,0.00818251628703837
"SM_42_2_","SM_42_2_",0.0178872807712474,0.0258120679492811,0.488321278006848,0.734812468478436,0.133823483088275
"SM_42_3_","SM_42_3_",0.0028797231905504,0.035167060312711,0.934736614666368,0.97761444102721,0.00983239178635252
"SM_43_1_","SM_43_1_",0.275014975635855,0.246147121525165,0.263875110887978,0.540390945650828,0.267291936272555
"SM_43_2_","SM_43_2_",0.203037996277722,0.171494046786568,0.236438350866799,0.518345615361828,0.285380570770297
"SM_44_1_","SM_44_1_",0.490649811290558,0.679063833615043,0.469963420812158,0.717533437132848,0.144157855954349
"SM_44_2_","SM_44_2_",-0.979829076615628,0.706828694855924,0.165675848038802,0.404722428780501,0.392842727346266
"TG_44_1_","TG_44_1_",-0.0493199202303083,0.115475457735741,0.66930427135032,0.841551694124299,0.074919201395369
"TG_44_2_","TG_44_2_",-0.206494622534462,0.19405451418224,0.287280567178806,0.566467167345655,0.246825256945915
"TG_44_4_","TG_44_4_",1.29190234864984,0.786941912826191,0.100657511336575,0.287356577413847,0.541578857685159
"TG_46_2_","TG_46_2_",-0.0269878024869267,0.0934310963946502,0.772694281334379,0.906468374033817,0.042647343495882
"TG_48_1_","TG_48_1_",0.0435241975668503,0.0242874426473591,0.073125709103938,0.240923040432919,0.618121664699085
"TG_48_2_","TG_48_2_",0.0383571784536315,0.0328787605395162,0.243361911113066,0.520377954716291,0.283681110165531
"TG_48_3_","TG_48_3_",-0.00118080980172268,0.0513077397189412,0.981638895953394,0.991981159572821,0.00349657620394851
"TG_49_1_","TG_49_1_",0.202344049782311,0.218343007894989,0.354069034748435,0.637324262547184,0.195639547878543
"TG_49_2_","TG_49_2_",0.418641608689971,0.233722887480812,0.0732631467983146,0.240923040432919,0.618121664699085
"TG_50_1_","TG_50_1_",0.0230090204210165,0.0104150920526873,0.0271607391859209,0.152278242648934,0.817362143758607
"TG_50_2_","TG_50_2_",0.0223213370758465,0.00881490649029355,0.011334085164014,0.129208570869759,0.888708677068623
"TG_50_3_","TG_50_3_",0.0450162958259902,0.0176828462635057,0.0109039895995382,0.129208570869759,0.888708677068623
"TG_50_4_","TG_50_4_",0.0676107960372994,0.0236041084695613,0.00417845447104464,0.0902180807775345,1.04470641595026
"TG_51_1_","TG_51_1_",0.091397637281884,0.191044358445044,0.632358023609845,0.819191076040027,0.0866147873834822
"TG_51_2_","TG_51_2_",0.256984129080677,0.135771574509767,0.058388692072757,0.20657396130535,0.684924422284401
"TG_51_3_","TG_51_3_",0.305702641186766,0.180177966960447,0.0897589730193196,0.271659900642542,0.565974462483492
"TG_51_4_","TG_51_4_",0.837198727047368,0.48201873372986,0.0824120064935025,0.255137531422233,0.593225650795734
"TG_51_5_","TG_51_5_",0.322857899724823,0.530833001876283,0.543048253485828,0.783639251865625,0.105883818667977
"TG_52_2_","TG_52_2_",0.00965124685288056,0.00492459948799044,0.0500187729275843,0.194391140241294,0.71132353278423
"TG_52_3_","TG_52_3_",0.0098168217134345,0.00428496936175229,0.0219639953372493,0.137917309852225,0.860381222573078
"TG_52_4_","TG_52_4_",0.0199351548969424,0.00835947960655078,0.0170913652492929,0.137917309852225,0.860381222573078
"TG_52_5_","TG_52_5_",0.0614753059699127,0.0283041649166603,0.0298592346642633,0.159560285237157,0.797075195997115
"TG_52_6_","TG_52_6_",0.199364540730193,0.116097323305736,0.0859391474742349,0.26242132532311,0.581000875493669
"TG_52_7_","TG_52_7_",-0.140889119415131,0.183434303646018,0.442449699518185,0.694731538230773,0.158182985322139
"TG_53_3_","TG_53_3_",0.13058312289169,0.169327547113636,0.44059637922686,0.694731538230773,0.158182985322139
"TG_53_4_","TG_53_4_",1.00566984352921,0.415962848525507,0.0156193127953573,0.137917309852225,0.860381222573078
"TG_53_5_","TG_53_5_",1.28846453112628,0.560149865183859,0.0214361021749673,0.137917309852225,0.860381222573078
"TG_53_6_","TG_53_6_",1.07596994855126,0.510698484085617,0.0351297608392412,0.172767910951009,0.762536918055255
"TG_54_2_","TG_54_2_",-0.250589002204632,0.101755323052231,0.0137909724044285,0.137917309852225,0.860381222573078
"TG_54_3_","TG_54_3_",0.0190578165164523,0.0173751567975588,0.272710094591262,0.54886169971186,0.260537073798706
"TG_54_4_","TG_54_4_",0.0229556227236479,0.0158202272668827,0.146771535678605,0.374596008970768,0.426436854006179
"TG_54_5_","TG_54_5_",0.0388192809409184,0.0213198027346178,0.0686359510651972,0.235603668761502,0.62781795110705
"TG_54_6_","TG_54_6_",0.0776851767355607,0.034246361174567,0.023303537911435,0.13982122746861,0.854426889587184
"TG_54_7_","TG_54_7_",0.0898343651343665,0.0707720136019213,0.20431671574481,0.468968569025001,0.328856263375374
"TG_55_6_","TG_55_6_",-0.239256237111015,0.469747893284523,0.610521615446629,0.812445106936759,0.0902059725765485
"TG_55_7_","TG_55_7_",-0.623632296125075,0.41267668372454,0.130740408415429,0.343947843677513,0.463507408941209
"TG_55_8_","TG_55_8_",-0.483696760634446,0.264212128197956,0.0671432883708335,0.234316373702297,0.630197362448294
"TG_55_9_","TG_55_9_",-1.03634801919669,0.487297038302625,0.033442729993131,0.170707666532101,0.767746974152866
"TG_56_6_","TG_56_6_",0.331509795382334,0.113170344611008,0.00339727279104083,0.0893744072719973,1.04878682540742
"TG_56_7_","TG_56_7_",0.178727148988941,0.0596978910086516,0.00275471996562074,0.078509519020191,1.105077683289
"TG_56_8_","TG_56_8_",0.43409700474323,0.153148840533077,0.00459006318328857,0.0902180807775345,1.04470641595026
"TG_56_9_","TG_56_9_",1.23204653817407,0.598094720444465,0.0394031102057546,0.183838008156765,0.735564694112774
"Isoleucine","Isoleucine",-0.00101368079092326,0.0101049295777278,0.920093873723497,0.971795837158637,0.0124249656382164
